,loss,accuracy,dice_coef,val_loss,val_accuracy,val_dice_coef
0,0.40206125378608704,0.9478827714920044,0.05255965143442154,0.4915388524532318,0.9734867215156555,0.05274052545428276
1,0.25125852227211,0.9744638800621033,0.0580579936504364,0.33978161215782166,0.9734867215156555,0.06374993920326233
2,0.1780485361814499,0.9747651815414429,0.06866196542978287,0.22328461706638336,0.9734867215156555,0.08105460554361343
3,0.1395665854215622,0.9748010635375977,0.0806315615773201,0.1364823281764984,0.9734867215156555,0.047409024089574814
4,0.11516658216714859,0.9748827815055847,0.101857990026474,0.12365718185901642,0.9734867215156555,0.050133369863033295
5,0.09613360464572906,0.975504457950592,0.15473932027816772,0.12315234541893005,0.973397433757782,0.03305570036172867
6,0.07838417589664459,0.9793121814727783,0.24955114722251892,0.10245935618877411,0.9730282425880432,0.136922687292099
7,0.06581533700227737,0.9818713665008545,0.330027312040329,0.09705211967229843,0.9752664566040039,0.16974271833896637
8,0.05653480067849159,0.983911395072937,0.39717814326286316,0.08490801602602005,0.9765838980674744,0.23492173850536346
9,0.04937490075826645,0.9854960441589355,0.452189177274704,0.06811422109603882,0.9798351526260376,0.3620646297931671
10,0.04302234202623367,0.9869696497917175,0.506365180015564,0.06072462722659111,0.9815364480018616,0.4263714551925659
11,0.037796035408973694,0.9882826209068298,0.5545734763145447,0.05435183644294739,0.9826653599739075,0.47625797986984253
12,0.03480798751115799,0.988855242729187,0.5846700072288513,0.050185319036245346,0.9838637113571167,0.5225840210914612
13,0.03304789960384369,0.9890958666801453,0.6037451028823853,0.05353955551981926,0.9830645322799683,0.5196664333343506
14,0.030157946050167084,0.9899852871894836,0.6350535154342651,0.050782665610313416,0.9830975532531738,0.5507238507270813
15,0.02735499106347561,0.9907203316688538,0.6637529730796814,0.05137481540441513,0.9823770523071289,0.5602701306343079
16,0.025088580325245857,0.9913616180419922,0.6881353855133057,0.048188935965299606,0.9836252927780151,0.6051809787750244
17,0.023662086576223373,0.9917269945144653,0.7042746543884277,0.0501149520277977,0.9844244718551636,0.6037085652351379
18,0.023230910301208496,0.9916281700134277,0.7098516821861267,0.05140578746795654,0.9837910532951355,0.613818883895874
19,0.022449707612395287,0.9917930960655212,0.7191631197929382,0.052429039031267166,0.9831829071044922,0.6253618001937866
20,0.02176065742969513,0.991891086101532,0.7274059653282166,0.05811638757586479,0.9825125336647034,0.5883158445358276
21,0.020633049309253693,0.9922509789466858,0.7411108016967773,0.05063968524336815,0.9848703145980835,0.6315227746963501
