,loss,accuracy,dice_coef,val_loss,val_accuracy,val_dice_coef
0,0.3122556805610657,0.9517201781272888,0.04842396453022957,0.8209021687507629,0.2809351682662964,0.052131593227386475
1,0.17551469802856445,0.9742836356163025,0.06414179503917694,0.32107093930244446,0.9765166640281677,0.051144689321517944
2,0.13152925670146942,0.9744767546653748,0.10001207888126373,0.18500982224941254,0.9765166640281677,0.09439250081777573
3,0.10119611769914627,0.9780563712120056,0.16995704174041748,0.1222936287522316,0.9760093092918396,0.04717211052775383
4,0.08086705207824707,0.9808090925216675,0.25698140263557434,0.11988478899002075,0.9723233580589294,0.047511957585811615
5,0.06658193469047546,0.9830710291862488,0.34151044487953186,0.11492612957954407,0.9706337451934814,0.0518234558403492
6,0.05627736449241638,0.9849772453308105,0.4138084053993225,0.08769290894269943,0.9786409735679626,0.13850265741348267
7,0.04771587252616882,0.9866902828216553,0.47967371344566345,0.08694854378700256,0.9791615605354309,0.1824740767478943
8,0.0411142036318779,0.9882258772850037,0.5367588400840759,0.07523971050977707,0.9809960722923279,0.2873663306236267
9,0.03589611127972603,0.989512026309967,0.5880575776100159,0.0536174438893795,0.9850342869758606,0.4498510956764221
10,0.03322075679898262,0.9898975491523743,0.6149796843528748,0.040390390902757645,0.9881545305252075,0.5616744160652161
11,0.029082879424095154,0.9910687804222107,0.6556777358055115,0.03703571856021881,0.9874843955039978,0.5950037837028503
12,0.026237735524773598,0.9917488098144531,0.6871060132980347,0.03420739248394966,0.9888388514518738,0.625011682510376
13,0.024410927668213844,0.9921229481697083,0.706727921962738,0.03349217772483826,0.9886482954025269,0.6589801907539368
14,0.02219202183187008,0.992791473865509,0.7343796491622925,0.034789152443408966,0.98802649974823,0.6431066989898682
15,0.021175913512706757,0.9928423166275024,0.7430721521377563,0.034746959805488586,0.9892866611480713,0.6418352723121643
16,0.02033490315079689,0.993029773235321,0.7536947131156921,0.035475488752126694,0.9893516898155212,0.664392352104187
17,0.01904170587658882,0.993403434753418,0.7694531083106995,0.029143987223505974,0.9903949499130249,0.705229640007019
18,0.01800788938999176,0.9936800599098206,0.7814412117004395,0.030193813145160675,0.9895482063293457,0.698623776435852
19,0.016842864453792572,0.9940330386161804,0.794459342956543,0.028901778161525726,0.9905207753181458,0.7116433382034302
20,0.015916608273983,0.994288980960846,0.8059751391410828,0.04192172735929489,0.9869630932807922,0.6325688362121582
21,0.014916680753231049,0.9945927262306213,0.817626416683197,0.03656782954931259,0.9889938831329346,0.6698251962661743
22,0.0144575210288167,0.9947305917739868,0.8230806589126587,0.03843752667307854,0.9889671206474304,0.6769461035728455
23,0.013698691502213478,0.9949213266372681,0.831227719783783,0.029569193720817566,0.9904198050498962,0.7170281410217285
24,0.012617293745279312,0.9952921271324158,0.8440181016921997,0.02945936657488346,0.9900736808776855,0.7363709807395935
